id,formula,reduced_formula,target_chemical_system,source_structure_seen,source_formula_seen,source_chemical_system_seen
mb-mp-e-form-058876,AlGaN2,AlGaN2,Al-Ga-N,True,True,True
mb-mp-e-form-058931,ZrPt,ZrPt,Pt-Zr,False,True,True
mb-mp-e-form-059009,CeSe2,CeSe2,Ce-Se,False,True,True
mb-mp-e-form-059076,Na2LiBiBr6,Na2LiBiBr6,Bi-Br-Li-Na,False,False,False
mb-mp-e-form-059177,CoH5CN(ClO)2,CoH5CN(ClO)2,C-Cl-Co-H-N-O,False,False,True
mb-mp-e-form-059262,NiH7C3NO7,NiH7C3NO7,C-H-N-Ni-O,False,False,True
mb-mp-e-form-059278,Zr6B(Cl3O4)6,Zr6B(Cl3O4)6,B-Cl-O-Zr,False,False,False
mb-mp-e-form-059382,Sr14GaAs11,Sr14GaAs11,As-Ga-Sr,False,False,True
mb-mp-e-form-059420,Ga(MoS2)3,Ga(MoS2)3,Ga-Mo-S,False,False,True
mb-mp-e-form-059529,LiGaBr4,LiGaBr4,Br-Ga-Li,True,True,True
mb-mp-e-form-059601,Na2(ReS2)3,Na2(ReS2)3,Na-Re-S,True,True,True
mb-mp-e-form-059705,Sr4Bi14O25,Sr4Bi14O25,Bi-O-Sr,True,True,True
mb-mp-e-form-059745,H7C3N3O5,H7C3N3O5,C-H-N-O,True,True,True
mb-mp-e-form-059774,Co3Cu3(TeO8)2,Co3Cu3(TeO8)2,Co-Cu-O-Te,True,True,True
mb-mp-e-form-059777,Li7Ni13O24,Li7Ni13O24,Li-Ni-O,True,True,True
mb-mp-e-form-059807,CoPH21N5O7,CoPH21N5O7,Co-H-N-O-P,True,True,True
mb-mp-e-form-059841,KTm2Cu3Se5,KTm2Cu3Se5,Cu-K-Se-Tm,True,True,True
mb-mp-e-form-059857,YMoN3,YMoN3,Mo-N-Y,True,True,True
mb-mp-e-form-059905,Ca7SiN6,Ca7SiN6,Ca-N-Si,False,False,True
mb-mp-e-form-059932,Th(SiPt)2,Th(SiPt)2,Pt-Si-Th,False,True,True
mb-mp-e-form-059995,CsTlBr3,CsTlBr3,Br-Cs-Tl,False,False,True
mb-mp-e-form-060125,YTl2P2S7,YTl2P2S7,P-S-Tl-Y,False,False,False
mb-mp-e-form-060157,Cs6U2(Cu4S5)3,Cs6U2(Cu4S5)3,Cs-Cu-S-U,False,False,True
mb-mp-e-form-060175,KPrGeSe4,KPrGeSe4,Ge-K-Pr-Se,True,True,True
mb-mp-e-form-060227,SrAl4Si2N8O,SrAl4Si2N8O,Al-N-O-Si-Sr,False,False,True
mb-mp-e-form-060237,Sr2Ca49Mo12N56O3,Sr2Ca49Mo12N56O3,Ca-Mo-N-O-Sr,False,False,False
mb-mp-e-form-060248,KHg5Cl11,KHg5Cl11,Cl-Hg-K,False,False,True
mb-mp-e-form-060270,CsY(NbBr3)6,CsY(NbBr3)6,Br-Cs-Nb-Y,False,False,False
mb-mp-e-form-060303,Ti17CuP12,Ti17CuP12,Cu-P-Ti,False,False,True
mb-mp-e-form-060319,Nb3Ag2TeS6,Nb3Ag2TeS6,Ag-Nb-S-Te,False,False,False
mb-mp-e-form-060346,Er(CuS)3,Er(CuS)3,Cu-Er-S,False,False,True
mb-mp-e-form-060377,Na3AuS2,Na3AuS2,Au-Na-S,True,True,True
mb-mp-e-form-060397,Li2GePbS4,Li2GePbS4,Ge-Li-Pb-S,True,True,True
mb-mp-e-form-060496,Te2MoCl12,Te2MoCl12,Cl-Mo-Te,True,True,True
mb-mp-e-form-060591,TiTlPS5,TiTlPS5,P-S-Ti-Tl,True,True,True
mb-mp-e-form-060629,Mg8B5IN10,Mg8B5IN10,B-I-Mg-N,True,True,True
mb-mp-e-form-060691,U3Se5,U3Se5,Se-U,True,True,True
mb-mp-e-form-060726,Fe21O32,Fe21O32,Fe-O,True,True,True
mb-mp-e-form-060773,Tl2(PbO3)3,Tl2(PbO3)3,O-Pb-Tl,True,True,True
mb-mp-e-form-060793,La(ClO4)3,La(ClO4)3,Cl-La-O,True,True,True
mb-mp-e-form-060820,Ba(AgS)2,Ba(AgS)2,Ag-Ba-S,True,True,True
mb-mp-e-form-060966,TaInS2,TaInS2,In-S-Ta,False,True,True
mb-mp-e-form-061097,Al2(SeO4)3,Al2(SeO4)3,Al-O-Se,False,True,True
mb-mp-e-form-061207,FeAsNO4F,FeAsNO4F,As-F-Fe-N-O,False,False,False
mb-mp-e-form-061217,NpPS4,NpPS4,Np-P-S,False,False,False
mb-mp-e-form-061413,Rb2NiO2,Rb2NiO2,Ni-O-Rb,True,True,True
mb-mp-e-form-061527,RuO4,RuO4,O-Ru,True,True,True
mb-mp-e-form-061595,Zr7P4,Zr7P4,P-Zr,True,True,True
mb-mp-e-form-061675,KTaPS6,KTaPS6,K-P-S-Ta,True,True,True
mb-mp-e-form-061691,K2H2RhCl5O,K2H2RhCl5O,Cl-H-K-O-Rh,True,True,True
mb-mp-e-form-061816,NdAsPd,NdAsPd,As-Nd-Pd,True,True,True
mb-mp-e-form-061829,LiIn(IO3)4,LiIn(IO3)4,I-In-Li-O,True,True,True
mb-mp-e-form-061862,Pr(NiO3)2,Pr(NiO3)2,Ni-O-Pr,True,True,True
mb-mp-e-form-061913,Ce2BiN,Ce2BiN,Bi-Ce-N,False,False,False
mb-mp-e-form-061957,Lu(Mo3S4)2,Lu(Mo3S4)2,Lu-Mo-S,False,False,False
mb-mp-e-form-061978,K2NaMoBr6,K2NaMoBr6,Br-K-Mo-Na,False,False,False
mb-mp-e-form-062025,TbCuSe2,TbCuSe2,Cu-Se-Tb,False,True,True
mb-mp-e-form-062033,Li2CoNi3O8,Li2CoNi3O8,Co-Li-Ni-O,True,True,True
mb-mp-e-form-062101,BaH2Br2O7,BaH2Br2O7,Ba-Br-H-O,False,False,True
mb-mp-e-form-062150,SrU2(AsO10)2,SrU2(AsO10)2,As-O-Sr-U,False,False,False
mb-mp-e-form-062198,B5H8CO6,B5H8CO6,B-C-H-O,False,False,True
mb-mp-e-form-062245,Nd2Br2O,Nd2Br2O,Br-Nd-O,False,False,True
mb-mp-e-form-062281,CaCr2O2,CaCr2O2,Ca-Cr-O,False,False,True
mb-mp-e-form-062309,RbCNO,RbCNO,C-N-O-Rb,False,False,False
mb-mp-e-form-062385,TaO,TaO,O-Ta,True,True,True
mb-mp-e-form-062439,ZrBr2,ZrBr2,Br-Zr,True,True,True
mb-mp-e-form-062454,P4(S2O)3,P4(S2O)3,O-P-S,True,True,True
mb-mp-e-form-062469,Rb3CoO2,Rb3CoO2,Co-O-Rb,True,True,True
mb-mp-e-form-062523,Ba2Hg3(PdO2)7,Ba2Hg3(PdO2)7,Ba-Hg-O-Pd,True,True,True
mb-mp-e-form-062692,Na10Zn7Sn7H24(S13O6)2,Na10Zn7Sn7H24(S13O6)2,H-Na-O-S-Sn-Zn,True,True,True
mb-mp-e-form-062728,LiCo3CuO8,LiCo3CuO8,Co-Cu-Li-O,True,True,True
mb-mp-e-form-062779,Rb2O2,Rb2O2,O-Rb,True,True,True
mb-mp-e-form-062834,Rb2SBrCl6,Rb2SBrCl6,Br-Cl-Rb-S,True,True,True
mb-mp-e-form-062915,Ca(Ni2O3)2,Ca(Ni2O3)2,Ca-Ni-O,True,True,True
mb-mp-e-form-062919,Zn2Co9O13,Zn2Co9O13,Co-O-Zn,True,True,True
mb-mp-e-form-063022,Rb2AlInBr6,Rb2AlInBr6,Al-Br-In-Rb,False,False,False
mb-mp-e-form-063149,Er2S3O20,Er2S3O20,Er-O-S,False,False,True
mb-mp-e-form-063196,La(IO3)4,La(IO3)4,I-La-O,False,False,True
mb-mp-e-form-063314,ZrAl3N4,ZrAl3N4,Al-N-Zr,False,False,True
mb-mp-e-form-063381,CsCNO,CsCNO,C-Cs-N-O,False,False,False
mb-mp-e-form-063416,Ba2TaN3,Ba2TaN3,Ba-N-Ta,True,True,True
mb-mp-e-form-063431,WS2,WS2,S-W,True,True,True
mb-mp-e-form-063531,Ga2Te2Cl7,Ga2Te2Cl7,Cl-Ga-Te,True,True,True
mb-mp-e-form-063591,LaNdI4,LaNdI4,I-La-Nd,True,True,True
mb-mp-e-form-063634,KH3C2O3,KH3C2O3,C-H-K-O,True,True,True
mb-mp-e-form-063672,Ni4(BiO2)9,Ni4(BiO2)9,Bi-Ni-O,True,True,True
mb-mp-e-form-063721,Na2CdO3,Na2CdO3,Cd-Na-O,True,True,True
mb-mp-e-form-063828,RbFeO3,RbFeO3,Fe-O-Rb,True,True,True
mb-mp-e-form-063850,Ca(CrS2)4,Ca(CrS2)4,Ca-Cr-S,True,True,True
mb-mp-e-form-063872,LuPPt,LuPPt,Lu-P-Pt,True,True,True
mb-mp-e-form-063917,Ca(AgO2)2,Ca(AgO2)2,Ag-Ca-O,True,True,True
mb-mp-e-form-063938,Sr(BS2)2,Sr(BS2)2,B-S-Sr,True,True,True
mb-mp-e-form-063956,ZnCuH3ClO3,ZnCuH3ClO3,Cl-Cu-H-O-Zn,False,False,True
mb-mp-e-form-064017,YbO3,YbO3,O-Yb,False,False,True
mb-mp-e-form-064201,RbSeO4,RbSeO4,O-Rb-Se,False,False,True
mb-mp-e-form-064215,Rb2PH6(SO)3,Rb2PH6(SO)3,H-O-P-Rb-S,False,False,True
mb-mp-e-form-064268,Th2N7OF15,Th2N7OF15,F-N-O-Th,False,False,False
mb-mp-e-form-064434,CoSeO3,CoSeO3,Co-O-Se,True,True,True
mb-mp-e-form-064444,UBr4,UBr4,Br-U,True,True,True
mb-mp-e-form-064454,K3CuO2,K3CuO2,Cu-K-O,True,True,True
mb-mp-e-form-064491,BaSiN2,BaSiN2,Ba-N-Si,True,True,True
mb-mp-e-form-064518,Cs(CO)2,Cs(CO)2,C-Cs-O,True,True,True
mb-mp-e-form-064559,K2RuN3Cl3O5,K2RuN3Cl3O5,Cl-K-N-O-Ru,True,True,True
mb-mp-e-form-064681,TmPPt,TmPPt,P-Pt-Tm,True,True,True
mb-mp-e-form-064697,Cr2Hg2H2O9,Cr2Hg2H2O9,Cr-H-Hg-O,True,True,True
mb-mp-e-form-064707,Na6CuO4,Na6CuO4,Cu-Na-O,True,True,True
mb-mp-e-form-064731,Li2MnNi3O8,Li2MnNi3O8,Li-Mn-Ni-O,True,True,True
mb-mp-e-form-064799,K2Y4Cu4Se9,K2Y4Cu4Se9,Cu-K-Se-Y,True,True,True
mb-mp-e-form-064844,NaSmTe2,NaSmTe2,Na-Sm-Te,True,True,True
mb-mp-e-form-064916,CeSe2,CeSe2,Ce-Se,False,True,True
mb-mp-e-form-064927,BaCuS2,BaCuS2,Ba-Cu-S,False,False,True
mb-mp-e-form-064984,Cs2RbSbBr6,Cs2RbSbBr6,Br-Cs-Rb-Sb,False,False,False
mb-mp-e-form-065120,Mn4Se4O15,Mn4Se4O15,Mn-O-Se,False,False,True
mb-mp-e-form-065178,Al2Cr4O19,Al2Cr4O19,Al-Cr-O,False,False,True
mb-mp-e-form-065179,CaHgH16(BrO2)4,CaHgH16(BrO2)4,Br-Ca-H-Hg-O,False,True,True
mb-mp-e-form-065230,CuAgAs2H3O8,CuAgAs2H3O8,Ag-As-Cu-H-O,False,False,False
mb-mp-e-form-065250,B2NCl3,B2NCl3,B-Cl-N,False,False,True
mb-mp-e-form-065261,Tl(V3S4)4,Tl(V3S4)4,S-Tl-V,False,False,True
mb-mp-e-form-065367,ScAs,ScAs,As-Sc,True,True,True
mb-mp-e-form-065464,HgPb2(ClO)2,HgPb2(ClO)2,Cl-Hg-O-Pb,True,True,True
mb-mp-e-form-065472,GaH20C2S2NO14,GaH20C2S2NO14,C-Ga-H-N-O-S,True,True,True
mb-mp-e-form-065533,SrAlSi4N7,SrAlSi4N7,Al-N-Si-Sr,True,True,True
mb-mp-e-form-065743,Li2MnNi3O8,Li2MnNi3O8,Li-Mn-Ni-O,True,True,True
mb-mp-e-form-065841,Mg(NiO2)2,Mg(NiO2)2,Mg-Ni-O,True,True,True
mb-mp-e-form-065882,ZnCu3(SbO3)4,ZnCu3(SbO3)4,Cu-O-Sb-Zn,True,True,True
mb-mp-e-form-065903,BaAlW4O7,BaAlW4O7,Al-Ba-O-W,True,True,True
mb-mp-e-form-066045,BaP2S2O9,BaP2S2O9,Ba-O-P-S,False,False,True
mb-mp-e-form-066471,LiUN2,LiUN2,Li-N-U,True,True,True
mb-mp-e-form-066526,CSNF5,CSNF5,C-F-N-S,True,True,True
mb-mp-e-form-066562,Cs2AgAuCl6,Cs2AgAuCl6,Ag-Au-Cl-Cs,True,True,True
mb-mp-e-form-066590,TeHO3,TeHO3,H-O-Te,True,True,True
mb-mp-e-form-066833,Mg(NiO2)2,Mg(NiO2)2,Mg-Ni-O,True,True,True
mb-mp-e-form-066970,Li7NbS6,Li7NbS6,Li-Nb-S,False,True,True
mb-mp-e-form-066975,ZrAs2O9,ZrAs2O9,As-O-Zr,False,False,False
mb-mp-e-form-066993,P3N3O14,P3N3O14,N-O-P,False,False,True
mb-mp-e-form-066997,KH3(SeO3)2,KH3(SeO3)2,H-K-O-Se,True,True,True
mb-mp-e-form-067014,Ba(H8O5)2,Ba(H8O5)2,Ba-H-O,False,True,True
mb-mp-e-form-067152,K2NiH12(SeO7)2,K2NiH12(SeO7)2,H-K-Ni-O-Se,False,False,False
mb-mp-e-form-067158,MgP3H16C3NO12,MgP3H16C3NO12,C-H-Mg-N-O-P,False,False,True
mb-mp-e-form-067309,Ge8H12C2N2O17,Ge8H12C2N2O17,C-Ge-H-N-O,False,False,False
mb-mp-e-form-067343,AgAuF4,AgAuF4,Ag-Au-F,True,True,True
mb-mp-e-form-067494,Cu7As6(PbO12)2,Cu7As6(PbO12)2,As-Cu-O-Pb,True,True,True
mb-mp-e-form-067689,Li6MnS4,Li6MnS4,Li-Mn-S,True,True,True
mb-mp-e-form-067737,NiOF2,NiOF2,F-Ni-O,True,True,True
mb-mp-e-form-067784,Mn3NiO8,Mn3NiO8,Mn-Ni-O,True,True,True
mb-mp-e-form-067807,Li3Co13O16,Li3Co13O16,Co-Li-O,True,True,True
mb-mp-e-form-068228,NaNi2(MoO5)2,NaNi2(MoO5)2,Mo-Na-Ni-O,False,False,False
mb-mp-e-form-068242,K3UH5C5O12,K3UH5C5O12,C-H-K-O-U,False,False,True
mb-mp-e-form-068492,Bi2Rh2O7,Bi2Rh2O7,Bi-O-Rh,True,True,True
mb-mp-e-form-068608,FeBN3O3F4,FeBN3O3F4,B-F-Fe-N-O,True,True,True
mb-mp-e-form-068676,Na5P3H48C4N(O9F)3,Na5P3H48C4N(O9F)3,C-F-H-N-Na-O-P,True,True,True
mb-mp-e-form-068723,Li4Mn2Co3Cu3O16,Li4Mn2Co3Cu3O16,Co-Cu-Li-Mn-O,True,True,True
mb-mp-e-form-068747,Li3NbS4,Li3NbS4,Li-Nb-S,True,True,True
mb-mp-e-form-068791,Na14Co2O9,Na14Co2O9,Co-Na-O,True,True,True
mb-mp-e-form-068917,CeSe2,CeSe2,Ce-Se,False,True,True
mb-mp-e-form-068994,VO3,VO3,O-V,False,False,True
mb-mp-e-form-069026,TcSnO3,TcSnO3,O-Sn-Tc,False,False,False
mb-mp-e-form-069211,LiSm2Br5,LiSm2Br5,Br-Li-Sm,False,False,False
mb-mp-e-form-069222,NaNdC4O11,NaNdC4O11,C-Na-Nd-O,False,False,False
mb-mp-e-form-069334,KHo2CuSe4,KHo2CuSe4,Cu-Ho-K-Se,True,True,True
mb-mp-e-form-069362,Er(IO3)3,Er(IO3)3,Er-I-O,True,True,True
mb-mp-e-form-069515,AsC3N3F8,AsC3N3F8,As-C-F-N,True,True,True
mb-mp-e-form-069531,Yb2FeS4,Yb2FeS4,Fe-S-Yb,True,True,True
mb-mp-e-form-069560,ZnCl2,ZnCl2,Cl-Zn,True,True,True
mb-mp-e-form-069567,PrP,PrP,P-Pr,True,True,True
mb-mp-e-form-069585,FeHO2,FeHO2,Fe-H-O,True,True,True
mb-mp-e-form-069663,CoP2H18(NF2)6,CoP2H18(NF2)6,Co-F-H-N-P,True,True,True
mb-mp-e-form-069746,Li3Co(NiO3)2,Li3Co(NiO3)2,Co-Li-Ni-O,True,True,True
mb-mp-e-form-069796,LiAgF6,LiAgF6,Ag-F-Li,True,True,True
mb-mp-e-form-069918,Co(AsO2)2,Co(AsO2)2,As-Co-O,False,False,True
mb-mp-e-form-070039,Ho3Te3N,Ho3Te3N,Ho-N-Te,False,False,False
mb-mp-e-form-070042,KCr2FeO9,KCr2FeO9,Cr-Fe-K-O,False,False,True
mb-mp-e-form-070189,Rb2LaTa6(Br5O)3,Rb2LaTa6(Br5O)3,Br-La-O-Rb-Ta,False,False,False
mb-mp-e-form-070206,KCr2FeHO8,KCr2FeHO8,Cr-Fe-H-K-O,False,False,False
mb-mp-e-form-070256,Rb2CuBrCl3,Rb2CuBrCl3,Br-Cl-Cu-Rb,False,False,True
mb-mp-e-form-070282,K3U2I7O26,K3U2I7O26,I-K-O-U,False,False,True
mb-mp-e-form-070294,BaVSeS2,BaVSeS2,Ba-S-Se-V,False,False,False
mb-mp-e-form-070499,NiAs2S6(NF3)6,NiAs2S6(NF3)6,As-F-N-Ni-S,True,True,True
mb-mp-e-form-070505,FeTe2ClO5,FeTe2ClO5,Cl-Fe-O-Te,True,True,True
mb-mp-e-form-070542,H4SO5,H4SO5,H-O-S,True,True,True
mb-mp-e-form-070567,Cs4CO4,Cs4CO4,C-Cs-O,True,True,True
mb-mp-e-form-070634,Re2H6PbC(NO5)2,Re2H6PbC(NO5)2,C-H-N-O-Pb-Re,True,True,True
mb-mp-e-form-070715,Fe13O15,Fe13O15,Fe-O,True,True,True
mb-mp-e-form-070847,GdSe2,GdSe2,Gd-Se,True,True,True
mb-mp-e-form-071046,Ba2ZnSe3,Ba2ZnSe3,Ba-Se-Zn,False,False,False
mb-mp-e-form-071051,GdBN2,GdBN2,B-Gd-N,False,False,False
mb-mp-e-form-071080,Fe13O19,Fe13O19,Fe-O,False,False,True
mb-mp-e-form-071250,Ti3CoS6,Ti3CoS6,Co-S-Ti,False,False,True
mb-mp-e-form-071268,Na3Co2CuH8S4O17,Na3Co2CuH8S4O17,Co-Cu-H-Na-O-S,False,False,False
mb-mp-e-form-071290,KMg2As2H31O23,KMg2As2H31O23,As-H-K-Mg-O,False,True,True
mb-mp-e-form-071338,CuGeO3,CuGeO3,Cu-Ge-O,True,True,True
mb-mp-e-form-071465,NaCuAsO4,NaCuAsO4,As-Cu-Na-O,True,True,True
mb-mp-e-form-071596,Na2CuH4(C2O5)2,Na2CuH4(C2O5)2,C-Cu-H-Na-O,True,True,True
mb-mp-e-form-071608,CrP2H15N2O11,CrP2H15N2O11,Cr-H-N-O-P,True,True,True
mb-mp-e-form-071612,Li9FeCo12(PO4)12,Li9FeCo12(PO4)12,Co-Fe-Li-O-P,True,True,True
mb-mp-e-form-071657,Li4Co3Ni3(SbO8)2,Li4Co3Ni3(SbO8)2,Co-Li-Ni-O-Sb,True,True,True
mb-mp-e-form-071708,ZnFeO3,ZnFeO3,Fe-O-Zn,True,True,True
mb-mp-e-form-071766,Li2Fe3NiO8,Li2Fe3NiO8,Fe-Li-Ni-O,True,True,True
mb-mp-e-form-071784,K8Zr6BBr20,K8Zr6BBr20,B-Br-K-Zr,True,True,True
mb-mp-e-form-071826,ZnFeO2,ZnFeO2,Fe-O-Zn,True,True,True
mb-mp-e-form-071934,K2Cu(BrF)2,K2Cu(BrF)2,Br-Cu-F-K,False,False,False
mb-mp-e-form-071957,Cs6Br4O,Cs6Br4O,Br-Cs-O,False,False,True
mb-mp-e-form-072009,Ba2SmInSe5,Ba2SmInSe5,Ba-In-Se-Sm,False,False,False
mb-mp-e-form-072043,K3Mn2O8,K3Mn2O8,K-Mn-O,False,True,True
mb-mp-e-form-072108,KMgAs(H6O5)2,KMgAs(H6O5)2,As-H-K-Mg-O,False,False,True
mb-mp-e-form-072173,Na2V(SO6)2,Na2V(SO6)2,Na-O-S-V,False,False,True
mb-mp-e-form-072207,ZnFeAs4(Pb2O9)2,ZnFeAs4(Pb2O9)2,As-Fe-O-Pb-Zn,False,False,False
mb-mp-e-form-072239,LiGdSe2,LiGdSe2,Gd-Li-Se,False,True,True
mb-mp-e-form-072424,TeC6(ClF7)2,TeC6(ClF7)2,C-Cl-F-Te,True,True,True
mb-mp-e-form-072446,PrSe2,PrSe2,Pr-Se,True,True,True
mb-mp-e-form-072584,SrCaI4,SrCaI4,Ca-I-Sr,True,True,True
mb-mp-e-form-072611,MnFeO4,MnFeO4,Fe-Mn-O,True,True,True
mb-mp-e-form-072717,FeHO2,FeHO2,Fe-H-O,True,True,True
mb-mp-e-form-072729,LiMn2(CoO4)2,LiMn2(CoO4)2,Co-Li-Mn-O,True,True,True
mb-mp-e-form-072883,BaYNi4O7,BaYNi4O7,Ba-Ni-O-Y,True,True,True
mb-mp-e-form-072902,Ti2(InCl3)3,Ti2(InCl3)3,Cl-In-Ti,False,False,False
mb-mp-e-form-072927,K2InCuCl6,K2InCuCl6,Cl-Cu-In-K,False,False,False
mb-mp-e-form-073119,Ba2GaSbS5,Ba2GaSbS5,Ba-Ga-S-Sb,False,False,False
mb-mp-e-form-073231,NaFe3O4,NaFe3O4,Fe-Na-O,False,False,True
mb-mp-e-form-073355,Re2Ni(H2O3)4,Re2Ni(H2O3)4,H-Ni-O-Re,True,True,True
mb-mp-e-form-073404,MnPbO3,MnPbO3,Mn-O-Pb,True,True,True
mb-mp-e-form-073464,GePb3O5,GePb3O5,Ge-O-Pb,True,True,True
mb-mp-e-form-073505,H2W2O7,H2W2O7,H-O-W,True,True,True
mb-mp-e-form-073522,Bi8(P2O9)3,Bi8(P2O9)3,Bi-O-P,True,True,True
mb-mp-e-form-073527,Li3(Nb2Cl5)8,Li3(Nb2Cl5)8,Cl-Li-Nb,True,True,True
mb-mp-e-form-073551,NaMgPH12O11,NaMgPH12O11,H-Mg-Na-O-P,True,True,True
mb-mp-e-form-073634,Mg2Co7O12,Mg2Co7O12,Co-Mg-O,True,True,True
mb-mp-e-form-073741,Na2FeO3,Na2FeO3,Fe-Na-O,True,True,True
mb-mp-e-form-073743,Rb4SbO4,Rb4SbO4,O-Rb-Sb,True,True,True
mb-mp-e-form-073751,LiFeH12(SO7)2,LiFeH12(SO7)2,Fe-H-Li-O-S,True,True,True
mb-mp-e-form-073762,Cr3O8,Cr3O8,Cr-O,True,True,True
mb-mp-e-form-073767,Li2Fe2CuO6,Li2Fe2CuO6,Cu-Fe-Li-O,True,True,True
mb-mp-e-form-073774,Ba9La5I33,Ba9La5I33,Ba-I-La,True,True,True
mb-mp-e-form-073807,Y8Cu3(GeS7)3,Y8Cu3(GeS7)3,Cu-Ge-S-Y,True,True,True
mb-mp-e-form-073874,Ba2Mg2Tl2Ni3O10,Ba2Mg2Tl2Ni3O10,Ba-Mg-Ni-O-Tl,True,True,True
mb-mp-e-form-073954,Rb2InBiCl6,Rb2InBiCl6,Bi-Cl-In-Rb,False,False,False
mb-mp-e-form-074004,Li9Co7O16,Li9Co7O16,Co-Li-O,False,False,True
mb-mp-e-form-074140,Ce2TeMo6(H6O7)6,Ce2TeMo6(H6O7)6,Ce-H-Mo-O-Te,False,False,False
mb-mp-e-form-074232,Fe3P2H3O8,Fe3P2H3O8,Fe-H-O-P,False,False,True
mb-mp-e-form-074261,Rb2V6CdCu9O26,Rb2V6CdCu9O26,Cd-Cu-O-Rb-V,False,False,False
mb-mp-e-form-074377,CdP2H6O7,CdP2H6O7,Cd-H-O-P,True,True,True
mb-mp-e-form-074445,VAs2H4O9,VAs2H4O9,As-H-O-V,True,True,True
mb-mp-e-form-074539,Cs4Ru2Cl10O,Cs4Ru2Cl10O,Cl-Cs-O-Ru,True,True,True
mb-mp-e-form-074751,Fe3O5F,Fe3O5F,F-Fe-O,True,True,True
mb-mp-e-form-074827,Li3Co2(GeO4)3,Li3Co2(GeO4)3,Co-Ge-Li-O,True,True,True
mb-mp-e-form-074857,Al(NiO2)2,Al(NiO2)2,Al-Ni-O,True,True,True
mb-mp-e-form-074866,Cr5(TeO6)3,Cr5(TeO6)3,Cr-O-Te,True,True,True
mb-mp-e-form-074977,Li5Co3O8,Li5Co3O8,Co-Li-O,False,False,True
mb-mp-e-form-075060,SiHg2(O2F3)2,SiHg2(O2F3)2,F-Hg-O-Si,False,False,False
mb-mp-e-form-075138,KSrP3H11N3O10,KSrP3H11N3O10,H-K-N-O-P-Sr,False,False,False
mb-mp-e-form-075166,NaP2H5CO6,NaP2H5CO6,C-H-Na-O-P,False,False,True
mb-mp-e-form-075170,Eu4Lu(SnS4)3,Eu4Lu(SnS4)3,Eu-Lu-S-Sn,False,False,False
mb-mp-e-form-075189,LiPH3NO3,LiPH3NO3,H-Li-N-O-P,False,False,False
mb-mp-e-form-075240,NaLu(ReO5)4,NaLu(ReO5)4,Lu-Na-O-Re,False,False,False
mb-mp-e-form-075375,CoP4H16(NO8)2,CoP4H16(NO8)2,Co-H-N-O-P,True,True,True
mb-mp-e-form-075487,Rb2TeH6SO10,Rb2TeH6SO10,H-O-Rb-S-Te,True,True,True
mb-mp-e-form-075645,Na7SbO6,Na7SbO6,Na-O-Sb,True,True,True
mb-mp-e-form-075671,Li3Mn2(NiO4)2,Li3Mn2(NiO4)2,Li-Mn-Ni-O,True,True,True
mb-mp-e-form-075672,Cr2O5F2,Cr2O5F2,Cr-F-O,True,True,True
mb-mp-e-form-075680,Na3MnO3,Na3MnO3,Mn-Na-O,True,True,True
mb-mp-e-form-075864,Ca(BiO2)4,Ca(BiO2)4,Bi-Ca-O,True,True,True
mb-mp-e-form-075895,ZnO,ZnO,O-Zn,False,True,True
mb-mp-e-form-075896,ZnIn2O4,ZnIn2O4,In-O-Zn,False,True,True
mb-mp-e-form-075954,K3YBr6,K3YBr6,Br-K-Y,False,False,False
mb-mp-e-form-075988,Li3Co2O5,Li3Co2O5,Co-Li-O,False,False,True
mb-mp-e-form-076040,LiAl2BrO6,LiAl2BrO6,Al-Br-Li-O,False,False,False
mb-mp-e-form-076088,ErPS,ErPS,Er-P-S,False,False,True
mb-mp-e-form-076196,Y3BCl3,Y3BCl3,B-Cl-Y,False,False,False
mb-mp-e-form-076257,SmThN2,SmThN2,N-Sm-Th,False,False,False
mb-mp-e-form-076358,FeBiO3,FeBiO3,Bi-Fe-O,True,True,True
mb-mp-e-form-076389,Sr3(BS3)2,Sr3(BS3)2,B-S-Sr,True,True,True
mb-mp-e-form-076394,MnO2,MnO2,Mn-O,True,True,True
mb-mp-e-form-076444,K2ReCl5O,K2ReCl5O,Cl-K-O-Re,True,True,True
mb-mp-e-form-076741,Co6O5F7,Co6O5F7,Co-F-O,True,True,True
mb-mp-e-form-076787,CoF4,CoF4,Co-F,True,True,True
mb-mp-e-form-076802,Y(WO2)2,Y(WO2)2,O-W-Y,True,True,True
mb-mp-e-form-076806,MgNiO2,MgNiO2,Mg-Ni-O,True,True,True
mb-mp-e-form-076858,Ba2AlW3O7,Ba2AlW3O7,Al-Ba-O-W,True,True,True
mb-mp-e-form-076958,KRb2TlCl6,KRb2TlCl6,Cl-K-Rb-Tl,False,False,False
mb-mp-e-form-076986,Li4MnCo3O8,Li4MnCo3O8,Co-Li-Mn-O,False,True,True
mb-mp-e-form-077099,CsCeSiS4,CsCeSiS4,Ce-Cs-S-Si,False,False,False
mb-mp-e-form-077115,K2Mo2H4C4O15,K2Mo2H4C4O15,C-H-K-Mo-O,False,False,True
mb-mp-e-form-077236,SmBi3(Ru2O7)2,SmBi3(Ru2O7)2,Bi-O-Ru-Sm,False,False,False
mb-mp-e-form-077257,MnBi12W2(ClO8)3,MnBi12W2(ClO8)3,Bi-Cl-Mn-O-W,False,False,False
mb-mp-e-form-077270,La2InCuS5,La2InCuS5,Cu-In-La-S,False,False,False
