model,split_scope,target_id,target_formula,target_reduced_formula,target_chemical_system,target_natoms,source_id,source_formula,source_reduced_formula,source_chemical_system,source_natoms,overlap_kind,source_note
MEGNet,train,mb-mp-e-form-124649,Li2Ti3NbO8,Li2Ti3NbO8,Li-Nb-O-Ti,56,mp-776215,Li8 Ti12 Nb4 O32,Li2Ti3NbO8,Li-Nb-O-Ti,56,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-097609,Zr2N2O,Zr2N2O,N-O-Zr,40,mp-776260,Zr16 N16 O8,Zr2N2O,N-O-Zr,40,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-088676,V3NiO8,V3NiO8,Ni-O-V,12,mp-776184,V3 Ni1 O8,V3NiO8,Ni-O-V,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-118646,LiFeF3,LiFeF3,F-Fe-Li,20,mp-776189,Li4 Fe4 F12,LiFeF3,F-Fe-Li,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-124650,La8Cu3O16,La8Cu3O16,Cu-La-O,27,mp-776310,La8 Cu3 O16,La8Cu3O16,Cu-La-O,27,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-132687,SmTmO3,SmTmO3,O-Sm-Tm,20,mp-776439,Sm4 Tm4 O12,SmTmO3,O-Sm-Tm,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-117653,LiFeF4,LiFeF4,F-Fe-Li,12,mp-776495,Li2 Fe2 F8,LiFeF4,F-Fe-Li,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-122660,NaTi2(PO4)3,NaTi2(PO4)3,Na-O-P-Ti,36,mp-776599,Na2 Ti4 P6 O24,NaTi2(PO4)3,Na-O-P-Ti,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-131690,BaTm2O4,BaTm2O4,Ba-O-Tm,42,mp-776575,Ba6 Tm12 O24,BaTm2O4,Ba-O-Tm,42,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-104595,Li3P3(WO6)2,Li3P3(WO6)2,Li-O-P-W,80,mp-776637,Li12 P12 W8 O48,Li3P3(WO6)2,Li-O-P-W,80,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-116649,Li2Fe3F8,Li2Fe3F8,F-Fe-Li,26,mp-776648,Li4 Fe6 F16,Li2Fe3F8,F-Fe-Li,26,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-112651,LiCrPO4F,LiCrPO4F,Cr-F-Li-O-P,64,mp-776662,Li8 Cr8 P8 O32 F8,LiCrPO4F,Cr-F-Li-O-P,64,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-075746,Cr3(FeO6)2,Cr3(FeO6)2,Cr-Fe-O,68,mp-776667,Cr12 Fe8 O48,Cr3(FeO6)2,Cr-Fe-O,68,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-102568,Mn6O5F7,Mn6O5F7,F-Mn-O,18,mp-776682,Mn6 O5 F7,Mn6O5F7,F-Mn-O,18,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-099642,Li5Fe3Ni2(PO4)6,Li5Fe3Ni2(PO4)6,Fe-Li-Ni-O-P,40,mp-776686,Li5 Fe3 Ni2 P6 O24,Li5Fe3Ni2(PO4)6,Fe-Li-Ni-O-P,40,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-094640,TiMn2Ni3(PO4)6,TiMn2Ni3(PO4)6,Mn-Ni-O-P-Ti,36,mp-776680,Ti1 Mn2 Ni3 P6 O24,TiMn2Ni3(PO4)6,Mn-Ni-O-P-Ti,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-103597,Li3Mn4(BO3)4,Li3Mn4(BO3)4,B-Li-Mn-O,23,mp-776713,Li3 Mn4 B4 O12,Li3Mn4(BO3)4,B-Li-Mn-O,23,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-118649,Li2Fe3F8,Li2Fe3F8,F-Fe-Li,13,mp-776754,Li2 Fe3 F8,Li2Fe3F8,F-Fe-Li,13,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-123637,Li2VF4,Li2VF4,F-Li-V,42,mp-776767,Li12 V6 F24,Li2VF4,F-Li-V,42,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-104598,Li5Mn6(BO3)6,Li5Mn6(BO3)6,B-Li-Mn-O,35,mp-776789,Li5 Mn6 B6 O18,Li5Mn6(BO3)6,B-Li-Mn-O,35,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-120655,LiFeF4,LiFeF4,F-Fe-Li,12,mp-776791,Li2 Fe2 F8,LiFeF4,F-Fe-Li,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-102572,LiFeF5,LiFeF5,F-Fe-Li,28,mp-776817,Li4 Fe4 F20,LiFeF5,F-Fe-Li,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-098668,NbFe3Cu2(PO4)6,NbFe3Cu2(PO4)6,Cu-Fe-Nb-O-P,36,mp-776878,Nb1 Fe3 Cu2 P6 O24,NbFe3Cu2(PO4)6,Cu-Fe-Nb-O-P,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-093622,Mn7Sb(PO4)12,Mn7Sb(PO4)12,Mn-O-P-Sb,68,mp-776832,Mn7 Sb1 P12 O48,Mn7Sb(PO4)12,Mn-O-P-Sb,68,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-088682,Na5Mn2P(CO4)4,Na5Mn2P(CO4)4,C-Mn-Na-O-P,56,mp-776863,Na10 Mn4 P2 C8 O32,Na5Mn2P(CO4)4,C-Mn-Na-O-P,56,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-096644,Fe3NiSn2(PO4)6,Fe3NiSn2(PO4)6,Fe-Ni-O-P-Sn,36,mp-776887,Fe3 Ni1 Sn2 P6 O24,Fe3NiSn2(PO4)6,Fe-Ni-O-P-Sn,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-097623,LiFe2F9,LiFe2F9,F-Fe-Li,24,mp-776905,Li2 Fe4 F18,LiFe2F9,F-Fe-Li,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-112655,Ti3CoNi2(PO4)6,Ti3CoNi2(PO4)6,Co-Ni-O-P-Ti,36,mp-776907,Ti3 Co1 Ni2 P6 O24,Ti3CoNi2(PO4)6,Co-Ni-O-P-Ti,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-099646,LiCoPO4,LiCoPO4,Co-Li-O-P,28,mp-777057,Li4 Co4 P4 O16,LiCoPO4,Co-Li-O-P,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-105650,Li3Sb(PO4)2,Li3Sb(PO4)2,Li-O-P-Sb,112,mp-777071,Li24 Sb8 P16 O64,Li3Sb(PO4)2,Li-O-P-Sb,112,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-101566,Li2TiNiO4,Li2TiNiO4,Li-Ni-O-Ti,8,mp-777076,Li2 Ti1 Ni1 O4,Li2TiNiO4,Li-Ni-O-Ti,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-097626,TiNi3Sn2(PO4)6,TiNi3Sn2(PO4)6,Ni-O-P-Sn-Ti,36,mp-777082,Ti1 Ni3 Sn2 P6 O24,TiNi3Sn2(PO4)6,Ni-O-P-Sn-Ti,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-101568,Li2MnVP2(HO5)2,Li2MnVP2(HO5)2,H-Li-Mn-O-P-V,54,mp-777091,Li6 Mn3 V3 P6 H6 O30,Li2MnVP2(HO5)2,H-Li-Mn-O-P-V,54,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-104604,LiVP2HO8,LiVP2HO8,H-Li-O-P-V,26,mp-777138,Li2 V2 P4 H2 O16,LiVP2HO8,H-Li-O-P-V,26,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-108638,TiMn3Cr2(PO4)6,TiMn3Cr2(PO4)6,Cr-Mn-O-P-Ti,36,mp-777183,Ti1 Mn3 Cr2 P6 O24,TiMn3Cr2(PO4)6,Cr-Mn-O-P-Ti,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-114646,Li2MnVP2(O4F)2,Li2MnVP2(O4F)2,F-Li-Mn-O-P-V,32,mp-777194,Li4 Mn2 V2 P4 O16 F4,Li2MnVP2(O4F)2,F-Li-Mn-O-P-V,32,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-099647,Li4Fe5Sb(PO4)6,Li4Fe5Sb(PO4)6,Fe-Li-O-P-Sb,40,mp-777213,Li4 Fe5 Sb1 P6 O24,Li4Fe5Sb(PO4)6,Fe-Li-O-P-Sb,40,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-081714,Mn4O7F,Mn4O7F,F-Mn-O,24,mp-777215,Mn8 O14 F2,Mn4O7F,F-Mn-O,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-119673,LiMnF4,LiMnF4,F-Li-Mn,12,mp-777321,Li2 Mn2 F8,LiMnF4,F-Li-Mn,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-119674,Li4Ti5Mn3O16,Li4Ti5Mn3O16,Li-Mn-O-Ti,28,mp-777417,Li4 Ti5 Mn3 O16,Li4Ti5Mn3O16,Li-Mn-O-Ti,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-093628,Li4Fe(WO4)3,Li4Fe(WO4)3,Fe-Li-O-W,20,mp-777225,Li4 Fe1 W3 O12,Li4Fe(WO4)3,Fe-Li-O-W,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-101572,Li2MnVP2(HO5)2,Li2MnVP2(HO5)2,H-Li-Mn-O-P-V,36,mp-777228,Li4 Mn2 V2 P4 H4 O20,Li2MnVP2(HO5)2,H-Li-Mn-O-P-V,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-059810,Na3NiO2,Na3NiO2,Na-Ni-O,24,mp-777428,Na12 Ni4 O8,Na3NiO2,Na-Ni-O,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-115656,V6O7F5,V6O7F5,F-O-V,18,mp-777433,V6 O7 F5,V6O7F5,F-O-V,18,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-095665,Li6Fe2O5F2,Li6Fe2O5F2,F-Fe-Li-O,30,mp-777253,Li12 Fe4 O10 F4,Li6Fe2O5F2,F-Fe-Li-O,30,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-102581,LiNbCoO4,LiNbCoO4,Co-Li-Nb-O,28,mp-777452,Li4 Nb4 Co4 O16,LiNbCoO4,Co-Li-Nb-O,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-123645,Li2VF4,Li2VF4,F-Li-V,14,mp-777448,Li4 V2 F8,Li2VF4,F-Li-V,14,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-110662,Li3Fe4(OF3)3,Li3Fe4(OF3)3,F-Fe-Li-O,19,mp-777493,Li3 Fe4 O3 F9,Li3Fe4(OF3)3,F-Fe-Li-O,19,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-112666,V2O3F,V2O3F,F-O-V,30,mp-777501,V10 O15 F5,V2O3F,F-O-V,30,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-121664,LiMn2F5,LiMn2F5,F-Li-Mn,32,mp-777631,Li4 Mn8 F20,LiMn2F5,F-Li-Mn,32,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-120670,Li2FeF4,Li2FeF4,F-Fe-Li,56,mp-777669,Li16 Fe8 F32,Li2FeF4,F-Fe-Li,56,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-110663,Li2CrP2O7,Li2CrP2O7,Cr-Li-O-P,24,mp-777630,Li4 Cr2 P4 O14,Li2CrP2O7,Cr-Li-O-P,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-101576,LiMn2(BO3)2,LiMn2(BO3)2,B-Li-Mn-O,66,mp-777663,Li6 Mn12 B12 O36,LiMn2(BO3)2,B-Li-Mn-O,66,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-126668,Li3VF6,Li3VF6,F-Li-V,20,mp-777681,Li6 V2 F12,Li3VF6,F-Li-V,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-118669,LiFeF4,LiFeF4,F-Fe-Li,24,mp-777674,Li4 Fe4 F16,LiFeF4,F-Fe-Li,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-117673,LiFeF4,LiFeF4,F-Fe-Li,24,mp-777678,Li4 Fe4 F16,LiFeF4,F-Fe-Li,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-117675,Li4Ti3V5O16,Li4Ti3V5O16,Li-O-Ti-V,28,mp-777694,Li4 Ti3 V5 O16,Li4Ti3V5O16,Li-O-Ti-V,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-100641,LiFeBO3,LiFeBO3,B-Fe-Li-O,24,mp-777711,Li4 Fe4 B4 O12,LiFeBO3,B-Fe-Li-O,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-122665,Li2MnF4,Li2MnF4,F-Li-Mn,14,mp-777718,Li4 Mn2 F8,Li2MnF4,F-Li-Mn,14,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-111653,Li2VO2F,Li2VO2F,F-Li-O-V,12,mp-777778,Li4 V2 O4 F2,Li2VO2F,F-Li-O-V,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-088688,Al(HO)3,Al(HO)3,Al-H-O,28,mp-777738,Al4 H12 O12,Al(HO)3,Al-H-O,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-061793,Li3FeS3,Li3FeS3,Fe-Li-S,28,mp-777742,Li12 Fe4 S12,Li3FeS3,Fe-Li-S,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-118676,LiFeF3,LiFeF3,F-Fe-Li,20,mp-777888,Li4 Fe4 F12,LiFeF3,F-Fe-Li,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-117679,LiFeF4,LiFeF4,F-Fe-Li,48,mp-777898,Li8 Fe8 F32,LiFeF4,F-Fe-Li,48,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-112672,Li2VO2F,Li2VO2F,F-Li-O-V,12,mp-777913,Li4 V2 O4 F2,Li2VO2F,F-Li-O-V,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-114654,LiV2(OF)3,LiV2(OF)3,F-Li-O-V,27,mp-777966,Li3 V6 O9 F9,LiV2(OF)3,F-Li-O-V,27,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-116670,Ti3Mn2Ni(PO4)6,Ti3Mn2Ni(PO4)6,Mn-Ni-O-P-Ti,36,mp-778063,Ti3 Mn2 Ni1 P6 O24,Ti3Mn2Ni(PO4)6,Mn-Ni-O-P-Ti,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-102596,Sm2Pb2O7,Sm2Pb2O7,O-Pb-Sm,44,mp-778141,Sm8 Pb8 O28,Sm2Pb2O7,O-Pb-Sm,44,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-095669,Li3Bi3P8O29,Li3Bi3P8O29,Bi-Li-O-P,86,mp-778111,Li6 Bi6 P16 O58,Li3Bi3P8O29,Bi-Li-O-P,86,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-101584,LiFeF5,LiFeF5,F-Fe-Li,28,mp-778062,Li4 Fe4 F20,LiFeF5,F-Fe-Li,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-111654,Li9Nb3P8O29,Li9Nb3P8O29,Li-Nb-O-P,98,mp-778150,Li18 Nb6 P16 O58,Li9Nb3P8O29,Li-Nb-O-P,98,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-094659,LiNiPO4,LiNiPO4,Li-Ni-O-P,28,mp-778296,Li4 Ni4 P4 O16,LiNiPO4,Li-Ni-O-P,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-119684,Li6Ti3P8O29,Li6Ti3P8O29,Li-O-P-Ti,92,mp-778149,Li12 Ti6 P16 O58,Li6Ti3P8O29,Li-O-P-Ti,92,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-107641,LiMnP2O7,LiMnP2O7,Li-Mn-O-P,44,mp-778319,Li4 Mn4 P8 O28,LiMnP2O7,Li-Mn-O-P,44,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-067784,Mn3NiO8,Mn3NiO8,Mn-Ni-O,48,mp-778304,Mn12 Ni4 O32,Mn3NiO8,Mn-Ni-O,48,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-096654,Li4Mn3Ni3(PO4)6,Li4Mn3Ni3(PO4)6,Li-Mn-Ni-O-P,40,mp-778341,Li4 Mn3 Ni3 P6 O24,Li4Mn3Ni3(PO4)6,Li-Mn-Ni-O-P,40,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-098680,Li5Fe8(BO3)8,Li5Fe8(BO3)8,B-Fe-Li-O,45,mp-778331,Li5 Fe8 B8 O24,Li5Fe8(BO3)8,B-Fe-Li-O,45,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-123659,Li2MnF4,Li2MnF4,F-Li-Mn,14,mp-778344,Li4 Mn2 F8,Li2MnF4,F-Li-Mn,14,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-087691,K8Al2O7,K8Al2O7,Al-K-O,68,mp-778430,K32 Al8 O28,K8Al2O7,Al-K-O,68,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-072729,LiMn2(CoO4)2,LiMn2(CoO4)2,Co-Li-Mn-O,13,mp-778584,Li1 Mn2 Co2 O8,LiMn2(CoO4)2,Co-Li-Mn-O,13,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-126673,Li2VF5,Li2VF5,F-Li-V,32,mp-778506,Li8 V4 F20,Li2VF5,F-Li-V,32,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-101589,Li2Mn(BO3)2,Li2Mn(BO3)2,B-Li-Mn-O,22,mp-778528,Li4 Mn2 B4 O12,Li2Mn(BO3)2,B-Li-Mn-O,22,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-120674,Li2MnF5,Li2MnF5,F-Li-Mn,32,mp-778533,Li8 Mn4 F20,Li2MnF5,F-Li-Mn,32,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-112676,V2O3F,V2O3F,F-O-V,24,mp-778568,V8 O12 F4,V2O3F,F-O-V,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-096656,V3SnO8,V3SnO8,O-Sn-V,12,mp-778681,V3 Sn1 O8,V3SnO8,O-Sn-V,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-092658,Mn6O7F5,Mn6O7F5,F-Mn-O,36,mp-778702,Mn12 O14 F10,Mn6O7F5,F-Mn-O,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-112677,Li2MnV(P2O7)2,Li2MnV(P2O7)2,Li-Mn-O-P-V,44,mp-778770,Li4 Mn2 V2 P8 O28,Li2MnV(P2O7)2,Li-Mn-O-P-V,44,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-092664,Rb3HoO3,Rb3HoO3,Ho-O-Rb,28,mp-779144,Rb12 Ho4 O12,Rb3HoO3,Ho-O-Rb,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-064786,Li4MnNi5O12,Li4MnNi5O12,Li-Mn-Ni-O,22,mp-779228,Li4 Mn1 Ni5 O12,Li4MnNi5O12,Li-Mn-Ni-O,22,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-122684,LiMn2F5,LiMn2F5,F-Li-Mn,48,mp-779085,Li6 Mn12 F30,LiMn2F5,F-Li-Mn,48,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-132709,Tb2Zr2O7,Tb2Zr2O7,O-Tb-Zr,44,mp-779217,Tb8 Zr8 O28,Tb2Zr2O7,O-Tb-Zr,44,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-106627,Li3VP2HO8,Li3VP2HO8,H-Li-O-P-V,15,mp-779236,Li3 V1 P2 H1 O8,Li3VP2HO8,H-Li-O-P-V,15,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-083702,Mn3O5F,Mn3O5F,F-Mn-O,18,mp-779237,Mn6 O10 F2,Mn3O5F,F-Mn-O,18,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-107654,Mn3(OF2)2,Mn3(OF2)2,F-Mn-O,18,mp-779245,Mn6 O4 F8,Mn3(OF2)2,F-Mn-O,18,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-096660,Li2FeBO4,Li2FeBO4,B-Fe-Li-O,64,mp-779250,Li16 Fe8 B8 O32,Li2FeBO4,B-Fe-Li-O,64,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-081722,Mn4O7F,Mn4O7F,F-Mn-O,24,mp-779170,Mn8 O14 F2,Mn4O7F,F-Mn-O,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-122686,LiMnF3,LiMnF3,F-Li-Mn,20,mp-779182,Li4 Mn4 F12,LiMnF3,F-Li-Mn,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-104628,Li7Mn8(BO3)8,Li7Mn8(BO3)8,B-Li-Mn-O,47,mp-779296,Li7 Mn8 B8 O24,Li7Mn8(BO3)8,B-Li-Mn-O,47,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-078748,Li9Bi5O13,Li9Bi5O13,Bi-Li-O,108,mp-779282,Li36 Bi20 O52,Li9Bi5O13,Bi-Li-O,108,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-082735,Na3Sb5O14,Na3Sb5O14,Na-O-Sb,88,mp-779294,Na12 Sb20 O56,Na3Sb5O14,Na-O-Sb,88,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-097649,Li2CrPHO5,Li2CrPHO5,Cr-H-Li-O-P,20,mp-779314,Li4 Cr2 P2 H2 O10,Li2CrPHO5,Cr-H-Li-O-P,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-101614,LiCr4(PO4)3,LiCr4(PO4)3,Cr-Li-O-P,80,mp-779350,Li4 Cr16 P12 O48,LiCr4(PO4)3,Cr-Li-O-P,80,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-099672,Li2NiP2O7,Li2NiP2O7,Li-Ni-O-P,96,mp-779408,Li16 Ni8 P16 O56,Li2NiP2O7,Li-Ni-O-P,96,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-125683,Dy2P4O13,Dy2P4O13,Dy-O-P,76,mp-779463,Dy8 P16 O52,Dy2P4O13,Dy-O-P,76,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-124675,Ba3(BO3)2,Ba3(BO3)2,B-Ba-O,22,mp-779608,Ba6 B4 O12,Ba3(BO3)2,B-Ba-O,22,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-124679,LiV4OF11,LiV4OF11,F-Li-O-V,34,mp-779815,Li2 V8 O2 F22,LiV4OF11,F-Li-O-V,34,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-092672,Li32Mn5Cr11O48,Li32Mn5Cr11O48,Cr-Li-Mn-O,96,mp-779786,Li32 Mn5 Cr11 O48,Li32Mn5Cr11O48,Cr-Li-Mn-O,96,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-111665,Li2MnV(P2O7)2,Li2MnV(P2O7)2,Li-Mn-O-P-V,44,mp-779885,Li4 Mn2 V2 P8 O28,Li2MnV(P2O7)2,Li-Mn-O-P-V,44,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-091686,LiVPH2O5,LiVPH2O5,H-Li-O-P-V,80,mp-779915,Li8 V8 P8 H16 O40,LiVPH2O5,H-Li-O-P-V,80,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-097655,Li2FeO2F,Li2FeO2F,F-Fe-Li-O,24,mp-779998,Li8 Fe4 O8 F4,Li2FeO2F,F-Fe-Li-O,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-083705,Li4V(TeO4)3,Li4V(TeO4)3,Li-O-Te-V,20,mp-779999,Li4 V1 Te3 O12,Li4V(TeO4)3,Li-O-Te-V,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
